# Input parameters: collectdata.py Namespace(channels=[1], config=None, debug=False, gnuplot=True, outfile=None, sleep=[0.25], type=None)
# Datetime		
'2016-04-02 16:10:00.93'	250
'2016-04-02 16:10:01.18'	249
'2016-04-02 16:10:01.84'	250
'2016-04-02 16:10:02.09'	250
'2016-04-02 16:10:02.73'	250
'2016-04-02 16:10:02.99'	250
'2016-04-02 16:10:03.24'	250
'2016-04-02 16:10:03.88'	251
'2016-04-02 16:10:04.13'	250
'2016-04-02 16:10:04.77'	251
'2016-04-02 16:10:05.02'	251
'2016-04-02 16:10:05.67'	251
'2016-04-02 16:10:05.93'	251
'2016-04-02 16:10:06.18'	250
'2016-04-02 16:10:06.81'	251
'2016-04-02 16:10:07.07'	251
'2016-04-02 16:10:07.71'	251
'2016-04-02 16:10:07.96'	251
'2016-04-02 16:10:08.21'	251
'2016-04-02 16:10:08.85'	252
'2016-04-02 16:10:09.11'	252
'2016-04-02 16:10:09.75'	252
'2016-04-02 16:10:10.01'	252
'2016-04-02 16:10:10.64'	252
'2016-04-02 16:10:10.89'	252
'2016-04-02 16:10:11.15'	252
'2016-04-02 16:10:11.79'	252
'2016-04-02 16:10:12.05'	252
'2016-04-02 16:10:12.68'	253
'2016-04-02 16:10:12.94'	253
'2016-04-02 16:10:13.19'	253
'2016-04-02 16:10:13.83'	252
'2016-04-02 16:10:14.09'	252
'2016-04-02 16:10:14.73'	253
'2016-04-02 16:10:14.98'	253
'2016-04-02 16:10:15.24'	252
'2016-04-02 16:10:15.88'	253
'2016-04-02 16:10:16.13'	253
'2016-04-02 16:10:16.76'	254
'2016-04-02 16:10:17.02'	253
'2016-04-02 16:10:17.67'	255
'2016-04-02 16:10:17.92'	256
'2016-04-02 16:10:18.18'	255
'2016-04-02 16:10:18.81'	256
'2016-04-02 16:10:19.07'	255
'2016-04-02 16:10:19.71'	257
'2016-04-02 16:10:19.96'	256
'2016-04-02 16:10:20.22'	257
'2016-04-02 16:10:20.85'	256
'2016-04-02 16:10:21.11'	256
'2016-04-02 16:10:21.75'	256
